'Level 1'	'Level 2'
0.600000023841858	0.5
0.819999992847443	0.680000007152557
0.850000023841858	0.759999990463257
0.889999985694885	0.639999985694885
0.949999988079071	0.680000007152557
1.00999999046326	0.860000014305115
1.00999999046326	0.790000021457672
1.04999995231628	1.02999997138977
1.08000004291534	0.75
1.11000001430511	0.899999976158142
1.17999994754791	0.790000021457672
1.16999995708466	0.860000014305115
1.22000002861023	0.990000009536743
1.28999996185303	0.800000011920929
1.27999997138977	1.10000002384186
1.32000005245209	1.14999997615814
1.37000000476837	1.03999996185303
1.52999997138977	1.1599999666214
1.54999995231628	1.27999997138977
1.85000002384186	1.38999998569489
1.92999994754791	1.57000005245209
1.92999994754791	1.38999998569489
2.14000010490417	1.32000005245209
